host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
172.67.181.79;172.67.181.79;80;6896;100;6252001;US;United States;;21608;908;1;1;0;0;0
172.67.170.4;172.67.170.4;80;6896;140;6252001;US;United States;;12077;826;1;1;0;0;0
141.101.122.55;141.101.122.55;80;6896;140;6255149;;;;9027;729;1;1;0;0;0
23.227.39.21;23.227.39.21;80;6896;140;6094817;CA;Canada;Ottawa;7165;717;1;1;0;0;0
172.66.40.156;172.66.40.156;80;6896;140;6252001;US;United States;;6665;742;1;1;0;0;0
173.245.59.108;173.245.59.108;80;6896;140;0;;;;2878;734;1;1;0;0;0
172.67.146.55;172.67.146.55;80;6896;100;0;;;;2409;716;1;1;0;0;0
172.64.80.202;172.64.80.202;80;6896;140;0;;;;1743;725;1;1;0;0;0
172.67.167.218;172.67.167.218;80;6898;180;6252001;US;United States;;14028;857;1;1;0;0;0
173.245.49.77;173.245.49.77;80;6898;120;2988507;FR;France;Paris;13848;909;1;1;0;0;0
172.64.80.165;172.64.80.165;80;6898;140;6252001;US;United States;;11758;823;1;1;0;0;0
172.67.208.143;172.67.208.143;80;6898;100;6252001;US;United States;;10632;803;1;1;0;0;0
create-speaking-test.cakap.com;188.114.97.1;80;6898;100;0;;;;3369;806;1;1;0;0;0
172.67.70.196;172.67.70.196;80;6919;100;6252001;US;United States;;8966;762;1;1;0;0;0
172.67.134.0;172.67.134.0;80;6920;120;6252001;US;United States;;10169;787;1;1;0;0;0
172.67.123.70;172.67.123.70;80;6920;120;6252001;US;United States;;7501;739;1;1;0;0;0
172.66.40.162;172.66.40.162;80;6920;140;0;;;;3218;767;1;1;0;0;0
172.67.182.28;172.67.182.28;80;7034;120;6252001;US;United States;;21831;891;1;1;0;0;0
172.67.67.120;172.67.67.120;80;7034;140;6252001;US;United States;;10982;747;1;1;0;0;0
172.67.144.93;172.67.144.93;80;7034;160;6252001;US;United States;;10692;837;1;1;0;0;0
23.227.39.41;23.227.39.41;80;7034;140;6251999;CA;Canada;;10640;761;1;1;0;0;0
172.67.180.121;172.67.180.121;80;7034;120;6252001;US;United States;;9997;839;1;1;0;0;0
141.101.121.60;141.101.121.60;80;7034;160;6255149;;;;10038;767;1;1;0;0;0
45.131.6.231;45.131.6.231;80;7034;40;2750405;NL;Netherlands;;9012;852;1;1;0;0;0
141.101.123.208;141.101.123.208;80;7034;160;6255149;;;;8984;758;1;1;0;0;0
159.112.235.143;159.112.235.143;80;7034;20;6252001;US;United States;;8234;831;1;1;0;0;0
172.67.167.36;172.67.167.36;80;7034;120;6252001;US;United States;;7841;806;1;1;0;0;0
172.67.161.193;172.67.161.193;80;7034;100;6252001;US;United States;;5032;760;1;1;0;0;0
172.64.147.187;172.64.147.187;80;7034;160;5391959;US;United States;San Francisco;3941;740;1;1;0;0;0
173.245.58.88;173.245.58.88;80;7034;140;0;;;;3466;721;1;1;0;0;0
141.101.114.226;141.101.114.226;80;7034;160;0;;;;166;120;1;1;0;0;0
141.101.113.193;141.101.113.193;80;7034;120;0;;;;127;83;1;1;0;0;0
172.67.155.105;172.67.155.105;80;7034;160;0;;;;97;85;1;1;0;0;0
172.67.79.68;172.67.79.68;80;7034;100;0;;;;98;73;1;1;0;0;0
45.12.30.96;45.12.30.96;80;7094;4520;798549;RO;Romania;;13631;963;1;1;0;0;0
141.101.122.189;141.101.122.189;80;7094;4560;6255149;;;;10148;740;1;1;0;0;0
188.114.96.200;188.114.96.200;80;7094;4660;0;;;;3004;744;1;1;0;0;0
164.38.155.21;164.38.155.21;80;7098;20;2635167;GB;United Kingdom;;8015;822;1;1;0;0;0
173.245.49.120;173.245.49.120;80;7099;60;2988507;FR;France;Paris;13923;897;1;1;0;0;0
185.162.230.103;185.162.230.103;80;7106;3500;174982;AM;Armenia;;13849;971;1;1;0;0;0
173.245.59.61;173.245.59.61;80;7106;3600;0;;;;2789;734;1;1;0;0;0
172.67.255.223;172.67.255.223;80;7109;140;6252001;US;United States;;16311;883;1;1;0;0;0
172.67.176.17;172.67.176.17;80;7109;100;6252001;US;United States;;14894;855;1;1;0;0;0
172.67.170.26;172.67.170.26;80;7109;140;6252001;US;United States;;12042;861;1;1;0;0;0
172.67.75.56;172.67.75.56;80;7109;160;6252001;US;United States;;11568;762;1;1;0;0;0
172.67.80.120;172.67.80.120;80;7109;160;6252001;US;United States;;10489;757;1;1;0;0;0
172.67.172.29;172.67.172.29;80;7109;100;6252001;US;United States;;10217;820;1;1;0;0;0
141.101.121.12;141.101.121.12;80;7109;100;6255149;;;;10102;742;1;1;0;0;0
172.67.133.120;172.67.133.120;80;7109;200;6252001;US;United States;;9126;817;1;1;0;0;0
172.67.155.111;172.67.155.111;80;7109;100;6252001;US;United States;;7610;828;1;1;0;0;0
66.235.200.137;66.235.200.137;80;7109;120;6252001;US;United States;;7027;769;1;1;0;0;0
188.114.99.154;188.114.99.154;80;7109;120;0;;;;3019;762;1;1;0;0;0
172.64.82.33;172.64.82.33;80;7109;120;0;;;;1711;741;1;1;0;0;0
172.67.180.99;172.67.180.99;80;7109;180;0;;;;1631;753;1;1;0;0;0
108.162.198.91;108.162.198.91;80;7109;120;0;;;;797;639;1;1;0;0;0
108.162.198.132;108.162.198.132;80;7109;200;0;;;;133;91;1;1;0;0;0
8.35.211.197;8.35.211.197;80;7109;140;0;;;;83;64;1;1;0;0;0
31.43.179.218;31.43.179.218;80;7110;20;1522867;KZ;Kazakstan;;11988;938;1;1;0;0;0
185.238.228.89;185.238.228.89;80;7110;20;2510769;ES;Spain;;11369;910;1;1;0;0;0
159.112.235.184;159.112.235.184;80;7110;20;6252001;US;United States;;8175;845;1;1;0;0;0
141.101.123.21;141.101.123.21;80;7151;140;6255149;;;;21640;853;1;1;0;0;0
172.67.139.99;172.67.139.99;80;7151;100;6252001;US;United States;;21577;901;1;1;0;0;0
172.67.165.47;172.67.165.47;80;7151;120;6252001;US;United States;;10858;800;1;1;0;0;0
172.66.40.113;172.66.40.113;80;7151;100;6252001;US;United States;;10550;767;1;1;0;0;0
141.101.120.181;141.101.120.181;80;7151;160;6255149;;;;10147;771;1;1;0;0;0
141.101.122.146;141.101.122.146;80;7151;120;6255149;;;;10033;764;1;1;0;0;0
172.64.149.75;172.64.149.75;80;7151;160;6252001;US;United States;;9404;737;1;1;0;0;0
172.67.105.94;172.67.105.94;80;7151;120;6252001;US;United States;;9291;775;1;1;0;0;0
172.67.231.189;172.67.231.189;80;7151;80;6252001;US;United States;;8512;821;1;1;0;0;0
173.245.49.234;173.245.49.234;80;7151;120;2988507;FR;France;Paris;8283;791;1;1;0;0;0
188.114.99.93;188.114.99.93;80;7151;140;0;;;;3046;755;1;1;0;0;0
172.67.69.65;172.67.69.65;80;7151;100;0;;;;2682;708;1;1;0;0;0
172.67.180.70;172.67.180.70;80;7151;120;0;;;;1682;739;1;1;0;0;0
me.ruangguru.com;188.114.97.1;80;7151;120;2761369;AT;Austria;Vienna;843;743;1;1;0;0;0
event.ruangguru.com;188.114.97.1;80;7151;120;2761369;AT;Austria;Vienna;885;748;1;1;0;0;0
141.101.113.125;141.101.113.125;80;7151;120;0;;;;129;90;1;1;0;0;0
45.85.119.152;45.85.119.152;80;7152;20;798549;RO;Romania;;8436;826;1;1;0;0;0
63.141.128.247;63.141.128.247;80;7152;20;6252001;US;United States;;7703;838;1;1;0;0;0
23.227.38.169;23.227.38.169;80;7381;160;6251999;CA;Canada;;13907;872;1;1;0;0;0
172.67.75.174;172.67.75.174;80;7605;4560;6252001;US;United States;;11889;732;1;1;0;0;0
108.162.198.53;108.162.198.53;80;7605;3320;0;;;;146;104;1;1;0;0;0
192.252.214.17;192.252.214.17;4145;7631;1060;6252001;US;United States;;2991;932;4;0;0;0;1
172.67.181.34;172.67.181.34;80;7642;100;6252001;US;United States;;21871;882;1;1;0;0;0
172.67.181.166;172.67.181.166;80;7642;120;6252001;US;United States;;21781;898;1;1;0;0;0
172.67.182.170;172.67.182.170;80;7642;160;6252001;US;United States;;15575;895;1;1;0;0;0
172.67.167.226;172.67.167.226;80;7642;140;6252001;US;United States;;14087;847;1;1;0;0;0
172.67.176.171;172.67.176.171;80;7642;120;6252001;US;United States;;13955;863;1;1;0;0;0
23.227.38.230;23.227.38.230;80;7642;140;6251999;CA;Canada;;14329;871;1;1;0;0;0
173.245.49.108;173.245.49.108;80;7642;160;2988507;FR;France;Paris;13888;873;1;1;0;0;0
173.245.49.75;173.245.49.75;80;7642;160;2988507;FR;France;Paris;13926;878;1;1;0;0;0
45.12.30.92;45.12.30.92;80;7642;40;798549;RO;Romania;;13667;935;1;1;0;0;0
172.67.170.0;172.67.170.0;80;7642;120;6252001;US;United States;;12179;843;1;1;0;0;0
172.67.170.23;172.67.170.23;80;7642;120;6252001;US;United States;;12117;835;1;1;0;0;0
172.64.68.249;172.64.68.249;80;7642;120;6252001;US;United States;;11383;759;1;1;0;0;0
103.21.244.159;103.21.244.159;80;7642;20;4744870;US;United States;Ashburn;10720;808;1;1;0;0;0
141.101.120.70;141.101.120.70;80;7642;160;6255149;;;;10128;723;1;1;0;0;0
141.101.121.139;141.101.121.139;80;7642;120;6255149;;;;10101;751;1;1;0;0;0
141.101.122.185;141.101.122.185;80;7642;160;6255149;;;;10050;757;1;1;0;0;0
141.101.122.86;141.101.122.86;80;7642;160;6255149;;;;10096;749;1;1;0;0;0
141.101.122.141;141.101.122.141;80;7642;120;6255149;;;;10222;760;1;1;0;0;0
141.101.122.232;141.101.122.232;80;7642;160;6255149;;;;10117;745;1;1;0;0;0
141.101.122.239;141.101.122.239;80;7642;140;6255149;;;;10063;762;1;1;0;0;0
23.227.39.115;23.227.39.115;80;7642;120;6094817;CA;Canada;Ottawa;9782;768;1;1;0;0;0
172.67.119.249;172.67.119.249;80;7642;140;6252001;US;United States;;9019;758;1;1;0;0;0
172.67.214.3;172.67.214.3;80;7642;120;6252001;US;United States;;8839;819;1;1;0;0;0
172.67.70.115;172.67.70.115;80;7642;120;6252001;US;United States;;8925;785;1;1;0;0;0
172.67.178.203;172.67.178.203;80;7642;120;6252001;US;United States;;8640;793;1;1;0;0;0
66.235.200.5;66.235.200.5;80;7642;140;6252001;US;United States;;8430;762;1;1;0;0;0
173.245.49.124;173.245.49.124;80;7642;140;2988507;FR;France;Paris;8206;755;1;1;0;0;0
172.67.132.219;172.67.132.219;80;7642;140;6252001;US;United States;;5986;776;1;1;0;0;0
www.stcom.net;188.114.97.1;80;7642;140;2759794;NL;Netherlands;Amsterdam;4753;794;1;1;0;0;0
webmail.ganecadigital.com;188.114.97.1;80;7642;100;0;;;;3115;781;1;1;0;0;0
172.67.180.96;172.67.180.96;80;7642;80;0;;;;1706;726;1;1;0;0;0
172.67.197.126;172.67.197.126;80;7642;100;0;;;;167;135;1;1;0;0;0
173.245.58.110;173.245.58.110;80;7642;160;0;;;;178;116;1;1;0;0;0
141.101.115.16;141.101.115.16;80;7642;100;0;;;;142;95;1;1;0;0;0
8.35.211.208;8.35.211.208;80;7642;120;0;;;;101;86;1;1;0;0;0
141.101.122.137;141.101.122.137;80;7706;4640;6255149;;;;10065;773;1;1;0;0;0
23.227.39.160;23.227.39.160;80;7706;4640;6094817;CA;Canada;Ottawa;7091;730;1;1;0;0;0
108.162.193.101;108.162.193.101;80;7706;4640;0;;;;162;95;1;1;0;0;0
185.162.228.107;185.162.228.107;80;7711;40;174982;AM;Armenia;;13599;996;1;1;0;0;0
172.67.171.220;172.67.171.220;80;7711;160;6252001;US;United States;;12342;825;1;1;0;0;0
172.67.167.69;172.67.167.69;80;7711;160;6252001;US;United States;;7876;778;1;1;0;0;0
172.67.167.209;172.67.167.209;80;7887;120;6252001;US;United States;;14837;836;1;1;0;0;0
185.162.231.187;185.162.231.187;80;7887;20;174982;AM;Armenia;;13562;993;1;1;0;0;0
172.67.227.94;172.67.227.94;80;7887;120;6252001;US;United States;;10169;810;1;1;0;0;0
141.101.123.239;141.101.123.239;80;7887;120;6255149;;;;10154;739;1;1;0;0;0
159.112.235.146;159.112.235.146;80;7887;20;6252001;US;United States;;6859;817;1;1;0;0;0
partner.cakap.com;188.114.96.1;80;7887;100;0;;;;3361;796;1;1;0;0;0
195.85.23.14;195.85.23.14;80;7887;120;3077311;CZ;Czech Republic;;410;363;1;1;0;0;0
172.64.149.22;172.64.149.22;80;7918;100;6252001;US;United States;;9370;750;1;1;0;0;0
108.162.198.178;108.162.198.178;80;7918;140;6252001;US;United States;;7108;650;1;1;0;0;0
108.162.192.164;108.162.192.164;80;7918;100;0;;;;3616;783;1;1;0;0;0
172.67.185.188;172.67.185.188;80;7919;60;6252001;US;United States;;11573;814;1;1;0;0;0
172.67.181.118;172.67.181.118;80;7951;160;6252001;US;United States;;21786;892;1;1;0;0;0
172.67.181.194;172.67.181.194;80;7951;200;6252001;US;United States;;17717;860;1;1;0;0;0
172.67.70.213;172.67.70.213;80;7951;160;6252001;US;United States;;16200;806;1;1;0;0;0
172.67.70.50;172.67.70.50;80;7951;160;6252001;US;United States;;16209;808;1;1;0;0;0
172.67.180.60;172.67.180.60;80;7951;140;6252001;US;United States;;15155;892;1;1;0;0;0
172.67.177.223;172.67.177.223;80;7951;160;6252001;US;United States;;14032;850;1;1;0;0;0
45.12.30.44;45.12.30.44;80;7951;20;798549;RO;Romania;;13717;951;1;1;0;0;0
45.12.31.252;45.12.31.252;80;7951;20;798549;RO;Romania;;13561;975;1;1;0;0;0
172.67.179.181;172.67.179.181;80;7951;100;6252001;US;United States;;11954;807;1;1;0;0;0
141.101.120.196;141.101.120.196;80;7951;160;6255149;;;;10154;758;1;1;0;0;0
141.101.121.20;141.101.121.20;80;7951;140;6255149;;;;10063;771;1;1;0;0;0
141.101.121.135;141.101.121.135;80;7951;140;6255149;;;;10067;735;1;1;0;0;0
141.101.121.215;141.101.121.215;80;7951;140;6255149;;;;10095;764;1;1;0;0;0
141.101.121.236;141.101.121.236;80;7951;160;6255149;;;;10107;749;1;1;0;0;0
141.101.122.89;141.101.122.89;80;7951;160;6255149;;;;10142;740;1;1;0;0;0
141.101.122.154;141.101.122.154;80;7951;220;6255149;;;;10108;748;1;1;0;0;0
141.101.123.118;141.101.123.118;80;7951;160;6255149;;;;10146;734;1;1;0;0;0
141.101.123.114;141.101.123.114;80;7951;220;6255149;;;;10074;742;1;1;0;0;0
141.101.123.234;141.101.123.234;80;7951;160;6255149;;;;10057;731;1;1;0;0;0
172.66.41.232;172.66.41.232;80;7951;180;6252001;US;United States;;9722;774;1;1;0;0;0
172.64.149.51;172.64.149.51;80;7951;160;6252001;US;United States;;9364;748;1;1;0;0;0
172.64.149.38;172.64.149.38;80;7951;100;6252001;US;United States;;9300;798;1;1;0;0;0
172.64.149.9;172.64.149.9;80;7951;140;6252001;US;United States;;9415;769;1;1;0;0;0
141.101.121.31;141.101.121.31;80;7951;200;6255149;;;;8930;772;1;1;0;0;0
172.67.70.206;172.67.70.206;80;7951;140;6252001;US;United States;;8959;737;1;1;0;0;0
66.235.200.105;66.235.200.105;80;7951;160;6252001;US;United States;;8438;771;1;1;0;0;0
23.227.39.70;23.227.39.70;80;7951;160;6094817;CA;Canada;Ottawa;7804;733;1;1;0;0;0
bantuan.skillacademy.com;188.114.97.1;80;7951;200;2759794;NL;Netherlands;Amsterdam;4478;788;1;1;0;0;0
172.64.153.54;172.64.153.54;80;7951;160;0;;;;2583;741;1;1;0;0;0
172.67.180.87;172.67.180.87;80;7951;160;0;;;;1613;746;1;1;0;0;0
172.67.180.46;172.67.180.46;80;8098;160;6252001;US;United States;;15129;897;1;1;0;0;0
141.101.122.54;141.101.122.54;80;8098;160;6255149;;;;10158;741;1;1;0;0;0
141.101.122.204;141.101.122.204;80;8098;140;6255149;;;;10115;746;1;1;0;0;0
141.101.122.236;141.101.122.236;80;8231;120;6255149;;;;16954;834;1;1;0;0;0
172.67.180.45;172.67.180.45;80;8231;140;6252001;US;United States;;15237;860;1;1;0;0;0
172.67.180.36;172.67.180.36;80;8231;140;6252001;US;United States;;15282;846;1;1;0;0;0
172.67.171.224;172.67.171.224;80;8231;160;6252001;US;United States;;12276;827;1;1;0;0;0
172.67.184.122;172.67.184.122;80;8231;120;6252001;US;United States;;10697;838;1;1;0;0;0
172.67.219.174;172.67.219.174;80;8231;160;6252001;US;United States;;10655;833;1;1;0;0;0
141.101.120.25;141.101.120.25;80;8231;160;6255149;;;;10073;748;1;1;0;0;0
172.67.183.130;172.67.183.130;80;8231;140;6252001;US;United States;;9203;820;1;1;0;0;0
172.67.91.190;172.67.91.190;80;8231;160;6252001;US;United States;;9316;753;1;1;0;0;0
172.67.195.65;172.67.195.65;80;8231;100;6252001;US;United States;;8588;810;1;1;0;0;0
23.227.39.209;23.227.39.209;80;8231;160;6094817;CA;Canada;Ottawa;8259;741;1;1;0;0;0
141.101.122.19;141.101.122.19;80;8231;140;0;;;;7359;766;1;1;0;0;0
23.227.39.10;23.227.39.10;80;8231;160;6094817;CA;Canada;Ottawa;7163;737;1;1;0;0;0
safeselfieacademy.se;188.114.99.234;80;8231;80;2759794;NL;Netherlands;Amsterdam;5651;757;1;1;0;0;0
188.114.96.191;188.114.96.191;80;8231;140;0;;;;3001;741;1;1;0;0;0
188.114.99.66;188.114.99.66;80;8231;140;0;;;;3023;729;1;1;0;0;0
172.64.69.24;172.64.69.24;80;8231;100;0;;;;2669;729;1;1;0;0;0
172.64.149.243;172.64.149.243;80;8231;160;0;;;;2604;758;1;1;0;0;0
108.162.198.239;108.162.198.239;80;8231;120;0;;;;845;647;1;1;0;0;0
8.35.211.227;8.35.211.227;80;8231;160;0;;;;128;86;1;1;0;0;0
45.131.4.28;45.131.4.28;80;8232;20;2750405;NL;Netherlands;;11794;929;1;1;0;0;0
164.38.155.14;164.38.155.14;80;8232;20;2635167;GB;United Kingdom;;8029;830;1;1;0;0;0
172.67.181.52;172.67.181.52;80;8317;160;6252001;US;United States;;21716;870;1;1;0;0;0
185.162.231.231;185.162.231.231;80;8317;20;174982;AM;Armenia;;13489;1019;1;1;0;0;0
185.170.166.31;185.170.166.31;80;8317;20;2635167;GB;United Kingdom;;8352;840;1;1;0;0;0
12.50.107.222;12.50.107.222;80;8336;5100;4160021;US;United States;Jacksonville;176;107;2;1;0;0;0
200.122.92.211;200.122.92.211;5678;8343;2520;3864331;AR;Argentina;Bell Ville;371;2712;4;0;0;1;0
45.12.30.98;45.12.30.98;80;8345;4800;798549;RO;Romania;;13806;933;1;1;0;0;0
23.227.38.202;23.227.38.202;80;8345;4520;6251999;CA;Canada;;13975;889;1;1;0;0;0
141.101.123.146;141.101.123.146;80;8345;3960;6255149;;;;10076;749;1;1;0;0;0
172.67.125.104;172.67.125.104;80;8349;140;6252001;US;United States;;10819;746;1;1;0;0;0
172.67.163.134;172.67.163.134;80;8349;160;6252001;US;United States;;10427;804;1;1;0;0;0
66.235.200.87;66.235.200.87;80;8349;80;6252001;US;United States;;8374;772;1;1;0;0;0
23.227.39.146;23.227.39.146;80;8349;160;6094817;CA;Canada;Ottawa;7199;737;1;1;0;0;0
93.183.125.11;93.183.125.11;1080;8364;2320;2759794;NL;Netherlands;Amsterdam;86;627;4;0;0;1;0
141.101.122.73;141.101.122.73;80;8446;120;6255149;;;;10131;733;1;1;0;0;0
141.101.123.111;141.101.123.111;80;8446;100;6255149;;;;10093;760;1;1;0;0;0
23.227.39.2;23.227.39.2;80;8446;140;6094817;CA;Canada;Ottawa;9782;744;1;1;0;0;0
172.64.89.97;172.64.89.97;80;8446;140;6252001;US;United States;;9700;763;1;1;0;0;0
dashboard.ganecadigital.com;188.114.96.1;80;8446;140;0;;;;2377;786;1;1;0;0;0
202.43.122.156;202.43.122.156;1111;8514;3820;1269750;IN;India;;17;218;1;1;0;0;0
93.90.212.2;93.90.212.2;4153;8526;120;2017370;RU;Russian Federation;;10;218;4;0;0;1;0
api.midtrans.com;8.47.69.6;80;8563;4000;0;;;;78;68;1;1;0;0;0
141.101.121.150;141.101.121.150;80;8567;80;6255149;;;;10156;733;1;1;0;0;0
172.67.71.196;172.67.71.196;80;8567;120;6252001;US;United States;;7127;738;1;1;0;0;0
185.238.228.79;185.238.228.79;80;8567;40;2510769;ES;Spain;;6853;819;1;1;0;0;0
172.67.182.64;172.67.182.64;80;8606;4660;6252001;US;United States;;21633;919;1;1;0;0;0
141.101.123.185;141.101.123.185;80;8607;4540;6255149;;;;8945;738;1;1;0;0;0
173.245.49.178;173.245.49.178;80;8607;4560;2988507;FR;France;Paris;8290;757;1;1;0;0;0
195.85.23.217;195.85.23.217;80;8610;160;3077311;CZ;Czech Republic;;579;564;1;1;0;0;0
168.196.214.187;168.196.214.187;80;8619;1180;3461129;BR;Brazil;Ipia?;5679;4879;4;1;0;0;0
188.114.96.2;188.114.96.2;80;8622;120;2759794;NL;Netherlands;Amsterdam;11904;856;1;1;0;0;0
172.67.192.16;172.67.192.16;80;8622;120;6252001;US;United States;;11537;851;1;1;0;0;0
172.67.192.66;172.67.192.66;80;8622;120;6252001;US;United States;;11555;834;1;1;0;0;0
141.101.122.56;141.101.122.56;80;8622;140;6255149;;;;10017;748;1;1;0;0;0
141.101.122.166;141.101.122.166;80;8622;120;6255149;;;;10064;758;1;1;0;0;0
172.67.167.85;172.67.167.85;80;8622;120;6252001;US;United States;;7808;807;1;1;0;0;0
141.101.115.208;141.101.115.208;80;8622;120;0;;;;180;117;1;1;0;0;0
141.101.113.215;141.101.113.215;80;8622;120;0;;;;119;92;1;1;0;0;0
172.67.181.57;172.67.181.57;80;8639;4560;6252001;US;United States;;21028;879;1;1;0;0;0
141.101.122.149;141.101.122.149;80;8639;3900;6255149;;;;10111;760;1;1;0;0;0
172.67.70.200;172.67.70.200;80;8639;3900;6252001;US;United States;;9039;728;1;1;0;0;0
195.85.23.225;195.85.23.225;80;8639;4560;3077311;CZ;Czech Republic;;110;82;1;1;0;0;0
media.nusuk.sa;172.65.90.47;80;8642;460;0;;;;1334;24;1;1;0;0;0
172.67.182.111;172.67.182.111;80;8643;160;6252001;US;United States;;21396;893;1;1;0;0;0
172.67.167.8;172.67.167.8;80;8643;140;6252001;US;United States;;14077;845;1;1;0;0;0
141.101.121.73;141.101.121.73;80;8643;140;6255149;;;;10130;757;1;1;0;0;0
141.101.122.10;141.101.122.10;80;8643;160;6255149;;;;10173;724;1;1;0;0;0
188.114.96.65;188.114.96.65;80;8643;160;2759794;NL;Netherlands;Amsterdam;9943;811;1;1;0;0;0
23.227.39.82;23.227.39.82;80;8643;140;6251999;CA;Canada;;10045;762;1;1;0;0;0
23.227.39.131;23.227.39.131;80;8643;160;6094817;CA;Canada;Ottawa;9886;755;1;1;0;0;0
172.64.144.109;172.64.144.109;80;8643;80;6252001;US;United States;;9707;769;1;1;0;0;0
172.67.70.220;172.67.70.220;80;8643;160;6252001;US;United States;;8961;725;1;1;0;0;0
172.67.129.45;172.67.129.45;80;8643;140;6252001;US;United States;;7122;771;1;1;0;0;0
188.114.99.84;188.114.99.84;80;8643;140;0;;;;3072;741;1;1;0;0;0
172.64.32.87;172.64.32.87;80;8643;160;0;;;;2377;743;1;1;0;0;0
23.227.60.26;23.227.60.26;80;8643;160;6251999;CA;Canada;;199;121;1;1;0;0;0
45.131.6.141;45.131.6.141;80;8644;20;2750405;NL;Netherlands;;7637;821;1;1;0;0;0
221.223.78.44;221.223.78.44;8090;8652;920;1816670;CN;China;Beijing;93;46;1;1;0;0;0
public-devops.cakap.com;188.114.97.1;80;8653;140;6252001;US;United States;;3689;786;1;1;0;0;0
45.12.31.164;45.12.31.164;80;8654;20;798549;RO;Romania;;13626;950;1;1;0;0;0
172.67.170.41;172.67.170.41;80;8654;160;6252001;US;United States;;10658;842;1;1;0;0;0
185.238.228.162;185.238.228.162;80;8654;20;2510769;ES;Spain;;10130;880;1;1;0;0;0
141.101.121.85;141.101.121.85;80;8654;140;6255149;;;;10050;749;1;1;0;0;0
141.101.121.190;141.101.121.190;80;8654;140;6255149;;;;10161;754;1;1;0;0;0
141.101.123.178;141.101.123.178;80;8654;160;6255149;;;;10132;757;1;1;0;0;0
188.114.96.95;188.114.96.95;80;8654;160;2759794;NL;Netherlands;Amsterdam;9971;794;1;1;0;0;0
185.238.228.227;185.238.228.227;80;8654;20;2510769;ES;Spain;;9137;864;1;1;0;0;0
172.66.1.118;172.66.1.118;80;8654;140;6252001;US;United States;;9151;789;1;1;0;0;0
172.67.161.245;172.67.161.245;80;8654;160;6252001;US;United States;;5066;750;1;1;0;0;0
188.114.96.121;188.114.96.121;80;8654;160;0;;;;3043;746;1;1;0;0;0
108.162.198.241;108.162.198.241;80;8654;160;0;;;;185;120;1;1;0;0;0
172.67.247.131;172.67.247.131;80;8654;160;0;;;;161;106;1;1;0;0;0
141.101.113.229;141.101.113.229;80;8654;140;0;;;;118;90;1;1;0;0;0
192.111.139.165;192.111.139.165;4145;8690;1080;6252001;US;United States;;50797;34638;4;0;0;0;1
192.111.139.162;192.111.139.162;4145;8700;900;6252001;US;United States;;46908;33660;4;0;0;1;0
192.111.130.5;192.111.130.5;17002;8702;900;6092122;CA;Canada;Oakville;38283;30469;4;0;0;1;0
192.252.211.193;192.252.211.193;4145;8702;880;6252001;US;United States;;4557;2199;4;0;0;1;0
172.67.167.198;172.67.167.198;80;8805;4620;6252001;US;United States;;14018;865;1;1;0;0;0
23.227.38.180;23.227.38.180;80;8805;4620;6251999;CA;Canada;;14056;838;1;1;0;0;0
8.35.211.38;8.35.211.38;80;8805;4520;0;;;;139;117;1;1;0;0;0
141.101.120.203;141.101.120.203;80;8871;220;6255149;;;;10217;753;1;1;0;0;0
mobile-docs.midtrans.com;8.47.69.6;80;8871;200;0;;;;88;82;1;1;0;0;0
172.64.90.57;172.64.90.57;80;8872;140;6252001;US;United States;;12313;811;1;1;0;0;0
69.84.182.36;69.84.182.36;80;8872;20;6252001;US;United States;;8032;852;1;1;0;0;0
172.66.47.97;172.66.47.97;80;8945;120;6252001;US;United States;;4989;753;1;1;0;0;0
190.93.244.26;190.93.244.26;80;9068;4580;5392171;US;United States;San Jose;21748;831;1;1;0;0;0
172.67.254.108;172.67.254.108;80;9068;4580;6252001;US;United States;;16420;878;1;1;0;0;0
172.67.180.10;172.67.180.10;80;9068;4580;6252001;US;United States;;15219;876;1;1;0;0;0
23.227.38.138;23.227.38.138;80;9068;4680;6251999;CA;Canada;;14047;860;1;1;0;0;0
141.101.121.54;141.101.121.54;80;9068;4580;6255149;;;;10040;778;1;1;0;0;0
141.101.121.214;141.101.121.214;80;9068;4580;6255149;;;;10183;729;1;1;0;0;0
172.67.161.214;172.67.161.214;80;9068;4680;6252001;US;United States;;5008;769;1;1;0;0;0
login.community-stage.shopify.com;185.146.173.20;80;9068;4540;2661886;SE;Sweden;;3756;776;1;1;0;0;0
188.114.99.188;188.114.99.188;80;9068;4680;0;;;;3016;755;1;1;0;0;0
23.227.39.120;23.227.39.120;80;9073;140;6094817;CA;Canada;Ottawa;8660;749;1;1;0;0;0
172.67.168.179;172.67.168.179;80;9073;160;0;;;;1901;757;1;1;0;0;0
8.35.211.68;8.35.211.68;80;9073;160;0;;;;150;84;1;1;0;0;0
www.modernartbypost.com;188.114.96.1;80;9083;120;6252001;US;United States;;3654;778;1;1;0;0;0
172.67.167.50;172.67.167.50;80;9084;120;6252001;US;United States;;14052;859;1;1;0;0;0
172.67.177.162;172.67.177.162;80;9084;160;6252001;US;United States;;13984;872;1;1;0;0;0
45.12.31.191;45.12.31.191;80;9084;20;798549;RO;Romania;;13649;955;1;1;0;0;0
185.162.228.212;185.162.228.212;80;9084;20;174982;AM;Armenia;;13580;959;1;1;0;0;0
141.101.120.186;141.101.120.186;80;9084;120;6255149;;;;10105;746;1;1;0;0;0
